81,i don’t think it was too much
82,i’ll just ask reginald 
83,It says the cody ko thing is for tcnj students only but if they just send me a link I’ll send it to u
84,Loved “i’ll just ask reginald ”
85,Reginald😍
86,you’re a real one
87,real recognizes real
88,yeah i was like yo jess can i have your tcnj login i’ll give you my temple login in exchange but she said no :(
89,How could she turn that offer down
90,Does she know the damage she could do w your login 
91,i don’t think she does!! 
92,there is so much stuff on my temple account
93,lots of blackmail material 
94,She’s letting go of a precious opportunity 
95,Can you watch together
96,Or are you not living together rn
97,we are not living together rn 
98,i live in my apartment at temple she lives at home 
99,i’m paying the rent for this apartment so i might as well live here 
100,I feel that
101,I’m living home and we’re paying my rent
102,it SUCKS
103,i couldn’t imagine that !! 
104,i love my parents but
105,god they can be annoying af 
106,Ohhhh yeah
107,Every second I’m helping my mom w her computer working from home
108,Helping my brother w his homework lol
109,Feel bad for me
110,i am feeling bad for you 
111,i know how being the tech person is
112,i help my roommates with their computers way too much 
113,Is your major computer science or something
114,lmao yes it is 
115,how did you know??
116,I’m so smart🥱
117,You must be smart
118,I had to code in some of my math classes and it was hard
119,thank you!! 
120,i like to think i’m smart
121,i’m like booksmart but i’m also incredibly stupid at the same time 
122,what is your major 
123,That is literally me
124,so i’m urban elementary ed and math dual major
125,I am in a five year masters program so after I graduate in may i’ll take summer classes and then have another year and graduate next may w a masters
126,that’s awesome 
127,i love math tell me about it
128,it was INSANE
129,I laughed
130,I cried
131,tcnj makes you pick a subject area with your ed major
132,So it was just kinda process of elimination for me
133,oh no 
134,lucky for me i was just able to get by with only one major 😂
135,i had to take so many math classes for my major but i loved them 
136,anything with writing though you can count me out
137,Have u ever heard of matlab?? Or LaTeX
138,oh of course i have
139,they are a joy to use right???
140,There is literally a joy like no other on this whole planet
141,1 ATTACHMENTS
142,Goldfish come in a close second 🥱
143,you are right 
144,matlab makes me feel something special 
145,I feel warm inside just hearing the name
146,can’t wait to use matlab with you ❤️
147,matlab n chill
148,yes 
149,is there a better way to get to know you?
150,absolutely not!
151,ok awesome it’s a date then 
152,this’ll be the most exciting first date you’ve ever been on let me tell you 
153,More exciting than bingo and ruby tuesday??
154,oh you know it!! 
155,honestly anything with me is fun but 
156,jkjk it’s the bingo part that’s fun what am i saying
157,Booksmart and fun
158,What else could a girl want
159,i wouldn’t know because i’m not a girl 
160,i’ll ask my mom though! 
161,And your mean sister
162,yes i need to ask her too!! 
163,still can’t believe she didn’t give me the link to cody ko 
164,i paid to see them live and never got a refund lol 
165,So during the q&a part u need to raise hell
166,yeah but how will i get there! 
167,ur fairy godmother
168,shit how did you know about her 
169,Real knows real
170,my real name in cinderella 
171,did you know that?
172,cinderelly cinderelly
173,i wish this fairy godmother would do my homework for me ugh 
174,do you have any tips 
175,on how to convince them 
176,Give her a lil kissy
177,That usually works for me
178,kissing is gross though 🤮
179,did I say kiss
180,my mind is in the gutter
181,I meant hug
182,yeah i’m saving kissing till marriage 
183,hugging is where the line is drawn for me
184,You can always resort to a secret handshake 
185,okay perfect 
186,we need to do a virtual one for now because of covid though 
187,how do we even do that 
188,I meant between u and ur fairy godmother!!
189,Then she’ll do your homework
190,oh!!! 
191,that makes so much sense now
192,so are you saying you don’t want a secret handshake?
193,No no
194,I would also like one 🥺
195,👊🏻🙌🏻🖖🏻
196,YES 
197,i like it 
198,👊🏻🙌🏻🖖🏻
199,👊🏻🙌🏻🖖🏻👊🏻🙌🏻🖖🏻
200,perfect now we can use that when we go to bingo!! 
201,We can literally be unstoppable
202,saved that into your contact 
203,it’s not can be 
204,we will be 
205,i have a bingo machine at home i should’ve brought it here ugh 
206,I already have emojis next to my name 👀
207,yes you do 👀👀
208,would you look at that
209,Look at me go
210,I feel special
211,Put it in ur contact :)
212,thanks!! 
213,you do seem pretty special 
214,i mean cody ko is going to your school 
215,I have a surprise
216,what is your surprise 
217,mine is that i just made the best quesadilla ever
218,I love that for u
219,I could go for a nice quesadilla during the bachelor rn
220,My surprise is that I got my sisters tcnj login for u
221,i’ll make you a quesadilla 
222,but wait are you deadass 
223,I am completely deadass
224,She graduated from grad school there in 2017
225,So she doesn’t use it
226,no way 
227,i’m so happy rn 
228,AHAHAH
229,I registered w her name and login so we’ll see
230,I think they’ll prob email a link and you might just need to log in w her login on zoom
231,That’s what im assuming
232,that’s amazing 
233,i’ll wear my temple shirt 
234,to make it less suspicious 
235,Perfect!!
236,i’m definitely gonna ask about my refund 
237,just gonna be like yo 
238,i need some cash 
239,Yo
240,Cody ko
241,Gimme back my flo
242,wow 
243,you should be a poet 
244,My name is phillip
245,I am a poet
246,I wrote this poem just to show it
247,And I just turned 9
248,You can write rhymes but you can’t write mine
249,i’m amazed 
250,like literally my jaw is on the floor 
251,what can’t you do?? 
252,Absolutely nothing
253,I am a queen of all trades
254,wow  
255,i can’t believe it 
256,you’re gonna be a great teacher then 
257,Believe it bby
258,And wow thank u
259,ugh if you can do anything can you play video games with me 
260,all my friends are doing homework like we are in college or something 🙄
261,Oh hellya
262,Pew pew pew
263,let’s goooo 
264,we can stick with bingo for now though!! 
265,I took a video game review class last semester
266,HAHAHAH
267,Go check out my review on poptropica 😎
268,send me the link!!
269,Omg
270,Let me find it
271,2 ATTACHMENTS
272,nice 
273,i am so bad at writing i could never do anything like that LOL
274,The professor was a New York Times video game reviewer
275,I was intimidated
276,oh i bet 
277,one of my professors literally wrote a programming language
278,so i feel you 
279,HAHAHAHA
280,beep boop
281,computer science majors be like hey i got a beep hoop due tonight
282,Oh
283,My
284,beep boop * :(
285,i messed up
286,i love my learning disability 
287,Ohhhhhh
288,I thought it meant like instead of basketball hooping
289,HAHAHA
290,Dyslexia?
291,lmao no
292,and yes dyslexia😂
293,It’s okay
294,Beep hoop sounds more fun anyway
295,wanna join??
296,And risk catching the dyslexia??
297,just say you think i have cooties smh
298,You said it not me 😔
299,should i buy a didgeridoo rn 
300,really thinking about it 
301,If I’m being honest I have no idea what that is
302,But I vote yes
303,thank god you said yes
304,it’s an instrument LOL
305,No way
306,Write me a song
307,it’s hard because i have to use my mouth for it
308,i’ll write you one for piano
309,That is so sweet
310,of course
311,what kind of music do u like 
312,it might take a while cause i always feel bad playing when my roommates are home :(
313,I pretty much like all music I would say
314,I just tend to listen to the same things
315,Like ever since the summer I’ve basically only listened to hamilton
316,And u sound like such a good roommate 
317,for a second i was like what why do you listen to my home town
318,then i remembered that it is a whole musical 
319,and thanks i try to be a good roommate!
320,Basically the same thing
321,All goes back to the same guy!
322,What kind of music do u like
323,i’ll make it easy for you 
324,i have a whole wall of music that i like 
325,1 ATTACHMENTS
326,That is the coolest wall ever
327,I love that
328,thank you very much!! 
329,i put a lot of time into it
330,and it was also kind of expensive LOL
331,But u can have it forever
332,yes i know
333,it’s gonna be so sad when i have to take it down in a few months
334,:( I know
335,But then you can put it up somewhere else yay :)
336,yesss i know 
337,i’m gonna put it in my room at home 
338,cause i’m gonna live there for a while so i can save up some money 
339,Ok let me guess
340,Steinert?
341,haha nooo i went to notre same LOL
342,i would have gone to steinert if i didn’t go there though 
343,also dame not same 
344,No you did not
345,Alright
346,It’s been fun!
347,omg noooooooo
348,why ☹️
349,I went to allentown
350,We hated u
351,I felt the need to dig up the ole rivalry one last time
352,oh no 
353,i remember one time there was a football game
354,and all you folks wen t around ripping car magnets off the car and ripping them in half LOL 
355,HAHAHAHAHAHAH
356,That was our signature move
357,my mom was so pissed 
358,because she had bought the magnet literally that day😂
359,Omg
360,I’ll buy her a new one
361,LOL it’s okay you don’t have to 
362,she got a new one and now she has a temple and tcnj magnet on her car lol
363,Yay so i’ll steal that one next
364,oh yeah?
365,now i’m gonna keep my eye out if any of them go missing you’ll be the first suspect
366,Yeah but u won’t tell on me
367,damn you already trust me to not be a snitch
368,you won’t regret that
369,I didn’t think I would 🤪
370,good
371,today we had a wellness day since they took away our spring break
372,and I have done absolutely nothing lol
373,i feel like i deserve this tho 
374,You should be resting and icing your wrists from all that coding
375,yes exactly 
376,and then back to tomorrow where i have so much work to do again 🙄
377,Work work work work work work
378,Dirt dirt dirt dirt dirt dirt
379,do you think i should grow my hair to have a middle part 
380,or keep it as is 
381,i’ve been thinking ab it a lot lately
382,Influenced from tiktok?
383,HAHA YES 
384,how did you know
385,HAHAHAHA
386,I’ve seen the tiktoks silly!!!
387,I say go for it
388,It can be a fun change n if you don’t like it you just cut it
389,yeah that’s what i was thinking 
390,but there is the in between stage where it looks bad but i have to power through it 
391,it’s getting harder and harder to make it look good rn 😂
392,I’m sure it looks amazingggg😍😍🥰😜🤪😎😎🤩😛😁🙈😻🙈🙂
393,Wear a hat
394,Loved “I’m sure it looks amazingggg😍😍🥰😜🤪😎😎🤩😛😁🙈😻🙈🙂”
395,i’ll wear a hat 
396,i have an eagles one with a poof ball at the top 
397,all those emojis are making me think you’re serious 🧐 
398,I am serious
399,I am sure it looks amazing
400,Even tho you might be catfishing me 
401,And so your profile pics would not help me in this case
402,i can assure you i am not catfishing you 
403,are you catfishing me?
404,Sounds like something a catfisher would say 🤧
405,And me?
406,Uh
407,I don’t think I am ...
408,that also sounds like something a catfisher would say 🥴
409,Look at us catfishing each other 🥰
410,that’s just how it be sometimes
411,idk how i would prove i’m not 
412,because my instagram is literally just the same pictures 
413,Take a pic w a spoon
414,I am completely kidding
415,1 ATTACHMENTS
416,Thank u
417,I feel better now
418,can you send me a picture with a spoon too
419,1 ATTACHMENTS
420,I’m in the car so I had to improvise
421,ok cool so now i know you aren’t catfishing me
422,Perfect
423,Glad we cleared that up
424,i was really concerned tbh 
425,deadass though i have gotten catfished before 
426,Omg
427,Did you go on mtv
428,I wanna watch your episode
429,i wish i was on tv 
430,all i got was an awkward situation 
431,because she came to my house and like paid for an uber and everything
432,and it was the longest two hours of my life 
433,HDJQJSJWHSH
434,I am so sorry
435,Was it just a completely different person
436,YES
437,like
438,just another person straight up
439,I don’t get it
440,Like didn’t she think you’d realize it wasn’t her
441,And also you met at ur house
442,What if she tried to kill u
443,Then she knew where to come back to to try again
444,I KNOW 
445,like what did she expect 
446,she had a nice personality but 
447,that is just not something you do and expect to come out on top😂
448,That is so iconic
449,That might be in my top 5 stories
450,wow really?
451,i’m glad i could be of service to you 
452,I just got my first ever covid test HAHAH
453,I didn’t like it
454,oh i know
455,i have to get them every week 
456,because i teach on campus 
457,they tickle and i sneeze sometimes
458,ICKY
459,I teared up a lil bit
460,yeah i know!! 
461,they are so invasive 
462,i don’t like things up my nose LOL
463,I have to get my senior pics on friday and tcnj is requiring you to get a test before you go on campus
464,I literally think they were students doing it
465,oh shit!! 
466,almost done! 
467,lmao i know you have another year to go
468,i completely missed the memo on senior pics for temple 
469,I’ll take them
470,I will steal the cap and gown
471,would you really 👀
472,that would actually be so clutch 
473,cuz my mom is upset 
474,i already have a cap and gown 
475,Ofc
476,I need to make up w your mom about the stolen sticker anyway
477,Win win
478,let’s go 
479,after bingo tonight?
480,Yes!!
481,Perfect
482,What time was I supposed to come over again
483,whenever you’d like!! 
484,we just ordered some shake shack 
485,i should’ve asked if you wanted anything ://
486,....
487,Woooow
488,you can have my milkshake!! 
489,I don’t wanna take your milkshake 🥺
490,you sure??
491,Can we splitsies
492,yes we can 
493,that’d be so cute 
494,1 straw or 2
495,depends on how cute u wanna be
496,I pick the cuter option
497,okay perfect 
498,we can share
499,hehehhehe yay
500,1 ATTACHMENTS
501,UGH YUM
502,Shake shack is the best
503,i know!! 
504,it was so good
505,1 ATTACHMENTS
506,No freaking way you guys have a cat
507,That’s so fun
508,come over for bingo and find out 🤪
509,😮
510,I’m omw
511,do you want to pet cinnamon 
512,I would like to
513,Would cinnamon let me pet her
514,yes 
515,she is on catnip rn 
516,very playful 
517,She looks so content
518,Lil cabinet cinnamon
519,yessss
520,she is the cutest
521,we also have mia 
522,1 ATTACHMENTS
523,MIA
524,AW
525,i love these cats
526,so adorable
527,Do u share them w ur roomies
528,they’re actually both my roommates! 
529,like neither of them are actually my cats
530,Gotcha gotcha
531,So you’re godfather
532,Or uncle
533,i would say uncle tbh 
534,i like being an uncle
535,i mean i don’t know anything about it
536,but i feel like it would be cool
537,All the fun w/o the responsibility
538,I’m an aunt to two kitties 😝
539,that’s adorable 
540,i want my own cat when i’m older 
541,Lemme find a picccc
542,They’re my sister’s!! And her wife hehe
543,nice!!
544,i wanna seeeee
545,1 ATTACHMENTS
546,1 ATTACHMENTS
547,oh gosh 
548,so cute 
549,i would like to pet 
550,I am catsitting in june u can come
551,that’s amazing 
552,can’t wait 
553,imma hold you to that 
554,😛😛
555,They have a nice apartment in bloomfield 
556,We’ll throw a rager
557,oh yes 
558,i miss raging to be honest 
559,Me too :/
560,i didn’t think i would 
561,but there is something special about being blacked out with a whole bunch of sweaty people next to you 
562,HAHAHA
563,soooo true
564,now we can just wait!! 
565,it’ll be socially acceptable for a little bit to party as college grads lmao 
566,No one has to know we graduated
567,exactly what i’m saying 
568,it’s so weird
569,less than 3 months wtf
570,Ik ☹️
571,We’re okd
572,Old**
573,it feels like it was just yesterday when i was getting car magnets ripped off my car
574,HAHAHAHA
575,🥺
576,We can reenact it if you want
577,yes please
578,i wanna see mischievous you 
579,;) :p ;p
580,Do u wanna see domino
581,yes i do wanna see domino 
582,1 ATTACHMENTS
583,wow so adorable
584,do you want to see liz?
585,Yes ofc
586,1 ATTACHMENTS
587,OMG
588,Lizard?
589,Bearded dragon
590,yes bearded dragon!! 
591,Do you cuddle
592,Are they the ones you have to clean their nose pores or something
593,I saw it on tiktok
594,haha no we don’t have to 
595,if the skin gets stuck yes but that rarely happens
596,Ohhhh
597,I’ve always wanted a lil chameleon like pascale in tangled
598,i said i was gonna get a chameleon for my next lizard!! 
599,YES
600,for now imma stick with liz 
601,she is 12 years old rn 
602,Aw what a cute lil old lady
603,haha yes i know i know
604,she is cute af 
605,if you couldn’t tell i am a big pet guy 
606,Pete are so special
607,Pets** LMAO
608,I wanna be a big pet girl
609,My parents aren’t big pet ppl
610,who’s pete 🥺
611,my dad said he wasn’t 
612,but then we got our dogs 
613,but he still refuses cats
614,Pete davidson ofc
615,What kind of dogs!!
616,border collie and jack russell!! 
617,2 ATTACHMENTS
618,LMAO WHY DID THIS AD POP UP
619,Are you lonely 🥺
620,Tiktok knows you’re lonely
621,lmao i didn’t think i was!! 
622,You didn’t think so
623,But tiktok knew so
624,that’s true 
625,i guess they just know more about me than i do🤷‍♂️
626,it literally popped up again 
627,can you tell the tik tok ceo i’m not lonely pls
628,Ill send an email
629,Nasty worded or kinder?
630,please be kind
631,i don’t like being mean
632,Okay okay
633,I’ll get right on it
634,1 ATTACHMENTS
635,Sent
636,🥺
637,you’re so sweet
638,Another idea is that they just know computers are super on brand for you
639,that’s true for sure
640,imagine they actually listened 
641,I wanna be the tiktok ceo when i grow up
642,i think you can accomplish that for sure
643,My mommy always told me I could be anything i wanted
644,i believe her
645,i’m so excited for you
646,when you become an astronaut i would like to join
647,How did you know that was next on my list?
648,Did you find my diary :/
649,noooo you just seem like an astronaut!! 
650,i would never read your diary 
651,Oh thank god I was nervy you read the chapter abt u
652,Oh gosh there I go again saying too much
653,you already wrote a chapter about me ?🥺
654,I’ve said TOO MUCH
655,no you haven’t 
656,keep talking 👀
657,I thought it was one of the better chapters
658,well that’s good to hear isn’t it
659,i do not have a diary unfortunately but maybe you just inspired me 👀
660,Yes pls
661,👊🏻🙌🏻🖖🏻
662,👊🏻🙌🏻🖖🏻
663,imagine if we followed each other on instagram 👀
664,😮
665,That would just be the craziest thing
666,What is ur username
667,it is jgrono17 lol 
668,it really would be the craziest thing 
669,Can we dm each other memes
670,Or dog pics
671,yes of course duh 
672,ok then fine
673,wow i see you know some people from my high school 👀
674,Your gross high school ☹️
675,excuse me 
676,Dante and nicole went to millstone w me!
677,oh shit!! 
678,i played baseball with dante 
679,You’re right allentown is grosser
680,lmao 
681,we can agree on something 🤪
682,Yeah yeah yeah
683,wait millstone 
684,one of my neighbors is a gym teacher there lol 
685,like at the middle school 
686,Yeah i live in millstone but we don’t have a high school so we go to allentown 
687,OMG
688,Who
689,Is it mr muni
690,Mrs rosetto
691,YES IT IS
692,mr muni
693,UR KIDDING ME
694,i call him joe lol 
695,HAHAHAHAHHAHA
696,i swear to god 
697,not kidding 
698,Omfg what a legend
699,he always watched us over the summer cause he had off 😂
700,That is amazing
701,You’re so lucky
702,I should’ve known he was from around there I ran into him at the dq in the hamilton marketplace once LMAO
703,unfortunately my sister and his daughter are no longer friends :((
704,No
705,What happened
706,they just grew apart 
707,my sister turned into a nerd his daughter did not 
708,and she was low key a bitch to my sister 
709,talking behind her back and stuff
710,Noooo
711,Thats no fun
712,Girls are mean
713,i know :(
714,so we don’t see joe too much these days
715,I’m still shook
716,Fangirling
717,me too!! 
718,maybe i can show you where he lives 👀
719,Yes 👀 pls 👀
720,okay perfect 
721,can’t wait to stalk him with u 
722,All of our date ideas are so romantic i love it
723,My brother loves that one park w the helicopter and plane
724,I feel like I keep making him seem like he’s like 5
725,He’s my twin HAHAH
726,veterans park😂
727,my polish grandmother who always babysat me calls it hooshie hooshie park because i loved the swings
728,wait you’re a twin?? 
729,HOOSHIE HOOSHIE
730,And yes!!
731,Have been for 22 years
732,that’s crazy 
733,i am not a twin 
734,in case you didn’t know
735,I love being a twin honestly
736,We’re very different like we never had the cliche same friend group and stuff 
737,lmao that’s nice!! 
738,But it’s cute like always having someone there like on the same bus in high school and stuff 
739,yeah the only sibling i have is a younger sister
740,she is a freshman at tcnj rn 
741,i do have triplet cousins though! 
742,"not technically though, there is one set of twins from one aunt and uncle and another baby from my other aunt and uncle "
743,but we call them triplets 
744,Big brother
745,Triplets are insane to me
746,I couldn’t imagine another one of the same age
747,make sure she knows she is not missing anything not living in the freshman towers bc those were the WORST
748,LMAO 
749,yeah no she’s a little upset like she just wanted to make friends 
750,but she’s gonna live on campus next year 
751,Yeah ofc :/
752,I would have major fomo
753,Even tho I would have done anything not to live in those FUCKING TOWERS
754,I was on the 10th floor w the worst roommate of the universe
755,No air conditioning
756,Sophomore housing is better tho :)
757,okay good i’m excited for her 
758,i got so lucky with my roommate freshman year
759,i still live with him now
760,That’s so cute
761,I’m so happy for u
762,I love those lil success stories
763,me too!! 
764,he is having sex with his girlfriend right above me ☺️
765,the one thing i hate about him 
766,his loud ass bed 
767,so squeaky 
768,Omg no
769,Cheer them on!
770,Make a song out of the squeak
771,i always go upstairs afterward and i’m like what’s up love birds 
772,i want to get him a new bed frame 
773,for his birthday 
774,sometimes i bang on the ceiling too LOL
775,HAHAHA
776,I love those presents where u get something out of it too
777,exactly
778,i just went up and i said my usual thing 
779,and his gf smacked him 
780,LMAO
781,3 ATTACHMENTS
782,This is u
783,Poor bf
784,that is me 
785,literally me rn 
786,holy shit that reminded me i’m missing class wtf
787,LMAOO
788,Too distracted by your roomies sexual relations
789,i know i know 🙄🙄🙄
790,it’s ok i’m in now it’s like he didn’t even notice
791,oops sry was stalking ur insta
792,u r cute
793,i did that long ago 
794,u r cute too 
795,thank u
796,I redownloaded insta to follow you HAHAH
797,no way LMAO
798,you didn’t have to do that 😂
799,i rarely use mine too 
800,It’s okay it’s about time I went on and liked my friends pics LMAO
801,I used to be so addicted to it
802,I’m glad I’m out of that phase
803,me too😂
804,i never take any pictures of myself either 
805,like i always forget about that
806,You can photoshop your face on other ppls bodies
807,that’s such a good idea
808,i’ll photoshop my face on dwayne johnson’s body and start a fake body building page 
809,AND THEN CATFISH PEOPLE
810,YES
811,i’ll actually catfish you this time !!
812,:(
813,no not me
814,okay i won’t catfish u i promise
815,Thank u 🥺
816,so sweet
817,it’s the least i could do after what you did for me
818,Are u excited for cody ko tn
819,so excited 
820,as long as i can finish my project that’s due tomorrow!!
821,So
822,My sisters login is bakerma1@tcnj.edu and her password is Gradschool3
823,Its a google account so u can login there and the email u need is unread
824,Might need to log in on zoom w the same login
825,you are amazing 
826,truly 
827,what time is it at 😂
828,It started at 5
829,oops
830,oh shit 
831,well i’m gonna join it now
832,KIDDING SORRY
833,8:30/9
834,LMAO 
835,wow 
836,thanks 🥴
837,i sorry 😔
838,it’s okay!!
839,also 
840,i just got an extension on my project 😎
841,Omg look at you go
842,Thriving
843,i knowwww
844,now idk what to do with myself 
845,just made some grilled cheese
846,YUMMY
847,My favorite
848,with some good sourdough bread 
849,this is amazing 
850,do you want one?
851,yes
852,yes
853,Yes
854,i’ll make you one!! 
855,do u want delivery or would you like to pick up 
856,I’m in class
857,So delivery pls
858,okay sounds good
859,let me just catch a flight rq
860,jk i’m not that far but i don’t have a car here lmao 
861,✨if he wanted to✨he would✨
862,okay stop that 😂
863,now i’m actually going to just to prove u wrong
864,LMAO
865,I want some Panera chips too
866,Craving those
867,panera mac n cheese thoughhhhhh
868,so so good
869,I dont like mac n cheese :(
870,oh noooooooooo 
871,maybe it wasn’t meant to be 😫
872,I know I know😭
873,i’ll tell mr muni :(
874,Its okay tho it means more for u
875,that is very true
876,what do you like though 
877,i like cooking so maybe i can prepare 
878,I’m so picky HAHAHAHA
879,It’s a lot better now than when I was a kid
880,I used to not even like chicken nuggies 
881,you have the right to remain silent 
882,☹️
883,Probably my best bet rn
884,LMAO i’m jk 
885,i used to be extremely picky 
886,a lot less now that it’s not my parents cooking
887,HAHAHA
888,That’s funny
889,oh yes 
890,all my roommates are doing school work what should i do to pass time rn 
891,Start walking to me w my grilled cheesey 
892,I’ll start driving
893,that’s a good point LOL 
894,i’m fresh out of legs today:/
895,can u crawl
896,Pls
897,So hungry
898,okayyyyy okay i will 
899,anything for you ❤️
900,🥺hehe
901,i just spilled water on my computer :((
902,and the glass broke :/
903,Oh no 🤕
904,It’s okay
905,It happens
906,i think it’s okay 
907,i just opened it up and went through and wiped it all down 
908,got scared for a sec this was a lot of money 😂
909,Did it turn on
910,yes it did!! 
911,1 ATTACHMENTS
912,thank u so much 
913,did my sisters login work
914,AHAHAHAAH
915,u r very welcome
916,they’re not letting me in !!! 
917,Be patientttt
918,Idk the email said 8:30 but their insta said 9
919,So I figured it was some time in between
920,ahhh okay makes sense 
921,just realized my name is gonna show up as your sisters name 
922,weird right 
923,LMAO
924,Once they let u in u can change it
925,that’s very true
926,i need to ask him about my refund
927,Please
928,I’m dead
929,Itd be so funny
930,it really would 
931,i’m not even gonna be in philly anymore by the time it gets rescheduled!!
932,Road trippppp
933,i’m downnnnn 
934,who driving
935,who’s 
936,My mom will drive us if yours will pick us up
937,okay that’s perfect 
938,we have to be home by 11 since it’s a school night
939,You wont have school anymore silly
940,that’s true 
941,that’s gonna be so weird 
942,no more school?? it’s all i’ve ever known 
943,Do you have any plans
944,What do u wanna do w your lil degree
945,IM IN 
946,and i actually already have a job!! 
947,Loved “IM IN ”
948,No way thats so fun
949,Where
950,it’s not too fun lmao 
951,it’s IT at a company called princeton financial !! 
952,i’m gonna make adult money 
953,Noel codes
954,R u noel
955,no i don’t think so!! 
956,are you in this thing too?
957,LMAO yes
958,Figured I might as well put it on
959,HAHA they just made fun of that girl 
960,you actually made my night thank you so much 
961,They are roasting her this is amazing
962,And you are welcome!!
963,they kept on going 😂
964,it’s so funny 
965,They’re mean and i like it
966,i know 
967,this is so exciting 
968,HAHAHAHA
969,final question?? already?? 
970,WOOOO CODING
971,I LOVE CODING
972,ME TOO HOWD YOU KNOW
973,This is so funny
974,this was awesome thank you 
975,You are very welcome
976,now what do i do with the rest of the night
977,Figure out how to repay me
978,how about a nice real date
979,with homemade grilled cheeses
980,yes 
981,can make as many of those for you as you’d like
982,Wow
983,I should let cute boys hack my sisters account more often
984,i think you only need to do it once ;)
985,r u flirting w me
986,yes i am flirting with you 
987,are you flirting with me?
988,Yes very much so
989,good cause i’m flirting with you 
990,Okay
991,Good
992,i’m not good at this though 
993,so i’ll try my best !! 
994,i would like to keep doing it
995,Me either
996,I think you are doing great
997,well thank you :)
998,you’re doing pretty good too 
999,you’re definitely a catch 
1000,That is so sweet of u
1001,Right back at u!!
1002,you’re no marketing major but you sure know how to market yourself
1003,You make my software turn into hardware
1004,I just looked up computer science pick up lines LOL
1005,oh my god😂
1006,which hardware are you talking about??
1007,That ass must be critical data
1008,Cause I want to back it up
1009,HAHAHAHAHAHAHHAHA
1010,💍💍💍
1011,That was fun
1012,I had a good laugh
1013,me too 
1014,"If I had to write a report card on you, I’d give you straight F’s….for Fabulous"
1015,Oh shit
1016,how was that one 😎
1017,I loved it
1018,Alexa play fabulous from hsm 2
1019,great song
1020,let’s watch it!!
1021,Yesssss
1022,can’t wait to watch it w you 
1023,so many idea so little time
1024,Have u ever heard of scener
1025,no i haven’t 
1026,what is that 
1027,Omg it’s the funnest thing
1028,It’s kinda like netflix party so you can watch with people but you can watch like disney plus etc
1029,tell me about it
1030,oh i know netflix party!! 
1031,And like it’s kinda like ft too like you can see each other
1032,Instead of just the chat
1033,that’s very nice 
1034,i would like to see you on my screen
1035,That is just the sweetest thing anyone has ever said to me
1036,i’m glad i can be a part of that list!! 
1037,Have you ever done the i do my lil dancey dancey tiktok w cinnamon or mia or liz 
1038,no i haven’t :((
1039,i should right
1040,Omg
1041,Yes
1042,do you want to help out?
1043,ofc
1044,How can I be of service
1045,you can hold liz 
1046,while i do the filming
1047,Oooooooo kk
1048,Me n liz
1049,i would like you to meet liz
1050,one of the most important girls in my life
1051,I would like to meet liz
1052,🦎
1053,1 ATTACHMENTS
1054,The camouflage is doing its job
1055,i’m also far away
1056,so the camera isn’t that good
1057,my apologies
1058,Does she split your rent?
1059,unfortunately it’s all me :/
1060,she’s living rent free
1061,as are the fish 
1062,Atta girl
1063,Got herself a sugar daddy
1064,LMAOOO
1065,i am not her sugar daddy 
1066,she wishes i was
1067,Technically speaking
1068,All she has to do is exist and look cute and keep you company
1069,And you buy her things
1070,Therefore
1071,Sugar daddy
1072,oh my gosh 
1073,don’t get any ideas 
1074,HAHAHAHA
